date,model,upsampling,threshold,recall,precision,accuracy,f1,f1_weighted_2,f1_weighted_3,f1_weighted_4,test_recall,test_precision,test_accuracy,test_f1,test_f1_weighted_2,test_f1_weighted_3,test_f1_weighted_4
2024-03-31,LogisticRegression,oversample,0.7000000000000001,0.7574215436810857,0.9380252100840336,0.8536895674300254,0.8381041764429846,0.7877558221594919,0.7722909279598722,0.7660981025433994,0.7368421052631579,0.6222222222222222,0.9196428571428572,0.6746987951807228,0.7106598984771573,0.7235142118863049,0.7289433384379785
2024-03-31,LogisticRegression,oversample,0.8,0.5012722646310432,0.964110929853181,0.741306191687871,0.6595982142857142,0.5545130418465003,0.5265502494654313,0.5158391949478872,0.631578947368421,0.8,0.9404761904761904,0.7058823529411765,0.6593406593406592,0.6451612903225806,0.6394984326018809
2024-03-31,LogisticRegression,oversample,0.9,0.2188295165394402,0.9885057471264368,0.6081424936386769,0.3583333333333334,0.2591922845087401,0.2373068432671082,0.2293333333333333,0.1842105263157894,0.875,0.9047619047619048,0.3043478260869565,0.21875,0.2,0.1931818181818182
2024-03-31,LogisticRegression,smote,0.1,0.998303647158609,0.6270644645711241,0.7022900763358778,0.7702879581151832,0.8926133778249659,0.942504804612428,0.9647075840123428,0.9210526315789472,0.1699029126213592,0.4821428571428571,0.2868852459016394,0.488826815642458,0.6386861313868614,0.7309582309582311
2024-03-31,LogisticRegression,smote,0.2,0.9949109414758268,0.7109090909090909,0.7951653944020356,0.8292682926829268,0.921300659754948,0.9566919500856372,0.9720678560982744,0.9210526315789472,0.21875,0.6190476190476191,0.3535353535353535,0.5608974358974359,0.6972111553784861,0.7747395833333335
2024-03-31,LogisticRegression,smote,0.3,0.9872773536895676,0.7896879240162822,0.8621713316369805,0.877497173011685,0.940226171243942,0.9631774927596192,0.9729570262562692,0.8421052631578947,0.2782608695652174,0.7351190476190477,0.4183006535947712,0.599250936329588,0.700218818380744,0.7524204702627939
2024-03-31,LogisticRegression,smote,0.4,0.976251060220526,0.8481945467943994,0.900763358778626,0.9077287066246056,0.9476370821669686,0.9617312834224598,0.96765738588596,0.8421052631578947,0.3855421686746988,0.8303571428571429,0.5289256198347108,0.6808510638297872,0.7529411764705883,0.7872648335745297
2024-03-31,LogisticRegression,smote,0.5,0.9601357082273112,0.8927444794952681,0.9223918575063612,0.9252145484266447,0.945855614973262,0.9529421668490612,0.9558911186171272,0.8157894736842105,0.5166666666666667,0.8928571428571429,0.6326530612244898,0.7311320754716981,0.7711442786069652,0.7889221556886228
2024-03-31,LogisticRegression,smote,0.6,0.9228159457167092,0.941991341991342,0.9329940627650553,0.932305055698372,0.9265883154488164,0.9246982831888492,0.9239222738398524,0.7631578947368421,0.6170212765957447,0.9196428571428572,0.6823529411764706,0.7286432160804021,0.7455012853470437,0.752671755725191
2024-03-31,LogisticRegression,smote,0.7000000000000001,0.8312128922815946,0.9722222222222222,0.9037319762510602,0.8962048468221308,0.8560447239692522,0.8434460796970479,0.838365539452496,0.5789473684210527,0.7333333333333333,0.9285714285714286,0.6470588235294117,0.6043956043956044,0.5913978494623655,0.5862068965517241
2024-03-31,LogisticRegression,smote,0.8,0.638676844783715,0.9868938401048492,0.81509754028838,0.7754891864057673,0.6871691914582954,0.6620362229646563,0.6522137871299741,0.4210526315789473,0.9411764705882352,0.9315476190476192,0.5818181818181818,0.4733727810650887,0.4456824512534819,0.4352
2024-03-31,LogisticRegression,smote,0.9,0.2680237489397795,0.996845425867508,0.6335877862595419,0.4224598930481283,0.3139280747069342,0.2891654465592972,0.280068818101246,0.0526315789473684,1.0,0.8928571428571429,0.1,0.0649350649350649,0.0581395348837209,0.0557377049180327
2024-03-31,LogisticRegression,cgan,0.1,0.9425465838509316,0.4690880989180834,0.6028524410312671,0.6264189886480908,0.7842377260981912,0.856135401974612,0.8897223659251595,0.9736842105263158,0.1778846153846154,0.4880952380952381,0.3008130081300813,0.513888888888889,0.6727272727272727,0.7708333333333334
2024-03-31,LogisticRegression,cgan,0.2,0.8198757763975155,0.6692015209125475,0.7931980252331322,0.7369155617585484,0.7845468053491828,0.8018223234624146,0.8091589290543587,0.7894736842105263,0.3370786516853932,0.8005952380952381,0.4724409448818898,0.6224066390041494,0.6960556844547564,0.7317073170731708
2024-03-31,LogisticRegression,cgan,0.3,0.7841614906832298,0.8617747440273038,0.8793198025233132,0.8211382113821138,0.7985452245414293,0.7912879974929488,0.7883379247015609,0.6578947368421053,0.5952380952380952,0.9107142857142856,0.625,0.6443298969072165,0.6510416666666667,0.653846153846154
2024-03-31,LogisticRegression,cgan,0.4,0.7701863354037267,0.9649805447470816,0.9089413055403182,0.8566493955094991,0.8025889967637541,0.7860538827258321,0.7794416712885931,0.3157894736842105,0.9230769230769232,0.9196428571428572,0.4705882352941176,0.3636363636363636,0.3380281690140845,0.3285024154589371
2024-03-31,LogisticRegression,cgan,0.5,0.7639751552795031,0.9919354838709676,0.9144267690619856,0.8631578947368421,0.80078125,0.7819453273998729,0.7744444444444445,0.1578947368421052,1.0,0.9047619047619048,0.2727272727272727,0.189873417721519,0.1724137931034483,0.1661237785016286
2024-03-31,LogisticRegression,cgan,0.6,0.7546583850931677,1.0,0.9133296763576524,0.8601769911504425,0.7935989549314173,0.7736389684813754,0.7657089898053753,0.0263157894736842,1.0,0.8898809523809523,0.0512820512820512,0.0326797385620915,0.0291545189504373,0.0279146141215106
2024-03-31,LogisticRegression,cgan,0.7000000000000001,0.7531055900621118,1.0,0.9127811300054854,0.8591674047829938,0.7922247631492976,0.7721700366183728,0.7642042821392159,0.0263157894736842,1.0,0.8898809523809523,0.0512820512820512,0.0326797385620915,0.0291545189504373,0.0279146141215106
2024-03-31,LogisticRegression,cgan,0.8,0.75,1.0,0.911684037301152,0.8571428571428571,0.7894736842105263,0.7692307692307693,0.7611940298507462,0.0,0.0,0.8869047619047619,0.0,,,
2024-03-31,LogisticRegression,cgan,0.9,0.75,1.0,0.911684037301152,0.8571428571428571,0.7894736842105263,0.7692307692307693,0.7611940298507462,0.0,0.0,0.8869047619047619,0.0,,,
2024-03-31,LogisticRegression,none,0.1,0.9813664596273292,0.22475106685633,0.591044776119403,0.3657407407407407,0.5864884929472903,0.7342007434944238,0.8191521805428484,0.9473684210526316,0.2022471910112359,0.5714285714285714,0.3333333333333333,0.5454545454545454,0.6923076923076923,0.7786259541984731
2024-03-31,LogisticRegression,none,0.2,0.9440993788819876,0.2830540037243947,0.7059701492537314,0.4355300859598854,0.6435224386113464,0.7653575025176234,0.830067459042724,0.9210526315789472,0.2554744525547445,0.6875,0.4,0.6055363321799307,0.7306889352818372,0.7986577181208055
2024-03-31,LogisticRegression,none,0.3,0.9254658385093169,0.3363431151241535,0.7716417910447761,0.4933774834437086,0.6853725850965963,0.7875264270613108,0.8390195428949982,0.8947368421052632,0.320754716981132,0.7738095238095238,0.4722222222222221,0.6589147286821706,0.7589285714285714,0.8095238095238095
2024-03-31,LogisticRegression,none,0.4,0.906832298136646,0.3956639566395664,0.8223880597014925,0.5509433962264151,0.7206317867719646,0.8030803080308031,0.8427843803056028,0.868421052631579,0.3707865168539326,0.8184523809523809,0.5196850393700788,0.6846473029045644,0.7656612529002321,0.8048780487804879
2024-03-31,LogisticRegression,none,0.5,0.8509316770186336,0.4612794612794613,0.8626865671641791,0.5982532751091704,0.7279489904357067,0.7846506300114549,0.8106508875739644,0.8421052631578947,0.463768115942029,0.8720238095238095,0.5981308411214953,0.7239819004524886,0.7785888077858881,0.8035450516986705
2024-03-31,LogisticRegression,none,0.6,0.7950310559006211,0.5099601593625498,0.8835820895522388,0.6213592233009708,0.7150837988826815,0.7529411764705882,0.7697205518217191,0.8157894736842105,0.5166666666666667,0.8928571428571429,0.6326530612244898,0.7311320754716981,0.7711442786069652,0.7889221556886228
2024-03-31,LogisticRegression,none,0.7000000000000001,0.7391304347826086,0.5979899497487438,0.908955223880597,0.6611111111111111,0.7058125741399763,0.7220873786407768,0.7290090090090089,0.7894736842105263,0.5660377358490566,0.9077380952380952,0.6593406593406593,0.7317073170731708,0.7594936708860759,0.7715582450832074
2024-03-31,LogisticRegression,none,0.8,0.6273291925465838,0.696551724137931,0.9223880597014924,0.6601307189542482,0.6400506970849175,0.6336260978670012,0.6310180080852626,0.7105263157894737,0.6923076923076923,0.9315476190476192,0.7012987012987013,0.7068062827225131,0.7086614173228346,0.7094281298299845
2024-03-31,LogisticRegression,none,0.9,0.3975155279503105,0.8311688311688312,0.917910447761194,0.5378151260504201,0.4438280166435506,0.4193971166448231,0.4101017715793441,0.5,0.8636363636363636,0.9345238095238096,0.6333333333333333,0.5459770114942529,0.521978021978022,0.5126984126984127
2024-03-31,LogisticRegression,undersample,0.1,0.9937888198757764,0.6274509803921569,0.7018633540372671,0.7692307692307692,0.8898776418242491,0.9389671361502347,0.960791239844578,0.9736842105263158,0.1651785714285714,0.4404761904761904,0.282442748091603,0.4920212765957446,0.6537102473498232,0.7560096153846153
2024-03-31,LogisticRegression,undersample,0.2,0.9813664596273292,0.683982683982684,0.7639751552795031,0.806122448979592,0.9028571428571428,0.9404761904761904,0.9568934805842536,0.9210526315789472,0.1912568306010929,0.5505952380952381,0.3167420814479638,0.5223880597014925,0.6666666666666666,0.7522123893805309
2024-03-31,LogisticRegression,undersample,0.3,0.9440993788819876,0.7307692307692307,0.7981366459627329,0.8238482384823848,0.892018779342723,0.9173204586602294,0.9281609195402298,0.8947368421052632,0.2312925170068027,0.6517857142857143,0.3675675675675676,0.5685618729096991,0.6952965235173825,0.7655629139072847
2024-03-31,LogisticRegression,undersample,0.4,0.937888198757764,0.7783505154639175,0.8354037267080745,0.8507042253521127,0.9009546539379476,0.9190505173463176,0.9267148014440434,0.8947368421052632,0.2956521739130435,0.7470238095238095,0.4444444444444444,0.6367041198501873,0.7439824945295404,0.7994467496542185
2024-03-31,LogisticRegression,undersample,0.5,0.8757763975155279,0.815028901734104,0.8385093167701864,0.844311377245509,0.8629130966952264,0.8692971639950678,0.8719534376136777,0.8421052631578947,0.3636363636363636,0.8154761904761905,0.5079365079365079,0.6666666666666666,0.744186046511628,0.7816091954022988
2024-03-31,LogisticRegression,undersample,0.6,0.8198757763975155,0.8571428571428571,0.8416149068322981,0.8380952380952381,0.8270676691729323,0.8234560199625702,0.8219780219780219,0.8157894736842105,0.4492753623188406,0.8660714285714286,0.5794392523364487,0.7013574660633484,0.7542579075425789,0.7784342688330871
2024-03-31,LogisticRegression,undersample,0.7000000000000001,0.7142857142857143,0.8914728682170543,0.8136645962732919,0.7931034482758621,0.7438551099611901,0.7287705956907479,0.722735674676525,0.7894736842105263,0.5769230769230769,0.9107142857142856,0.6666666666666666,0.7352941176470588,0.7614213197969543,0.7727272727272727
2024-03-31,LogisticRegression,undersample,0.8,0.5590062111801242,0.9375,0.7608695652173914,0.7003891050583657,0.608108108108108,0.5825242718446602,0.5726047904191616,0.6578947368421053,0.8064516129032258,0.9434523809523808,0.7246376811594202,0.6830601092896175,0.6702412868632708,0.6651017214397495
2024-03-31,LogisticRegression,undersample,0.9,0.2919254658385093,0.9591836734693876,0.639751552795031,0.4476190476190476,0.3391053391053391,0.3137516688918557,0.3043809523809523,0.2368421052631578,0.9,0.9107142857142856,0.375,0.2777777777777778,0.2556818181818182,0.2475728155339805
2024-03-31,LogisticRegression,oversample,0.1,0.9949109414758268,0.6986301369863014,0.7828668363019508,0.8208537438768368,0.9171227521501172,0.9544344995931652,0.970695614077788,0.9473684210526316,0.2142857142857142,0.6011904761904762,0.3495145631067961,0.5625,0.7058823529411765,0.788659793814433
2024-03-31,LogisticRegression,oversample,0.2,0.9804919423240034,0.7540769732550554,0.8303647158608991,0.8525073746312685,0.9249479916786686,0.9519104084321476,0.9634750208363976,0.9473684210526316,0.28125,0.7202380952380952,0.4337349397590361,0.6428571428571429,0.7659574468085106,0.8315217391304346
2024-03-31,LogisticRegression,oversample,0.3,0.9508057675996608,0.8007142857142857,0.8570822731128075,0.8693291973633192,0.9164486592544148,0.9333111314628258,0.9404362416107382,0.8947368421052632,0.3366336633663366,0.7886904761904762,0.4892086330935252,0.6719367588932808,0.7674943566591422,0.8152327221438647
2024-03-31,LogisticRegression,oversample,0.4,0.938083121289228,0.84106463878327,0.8804071246819338,0.8869286287089014,0.916929199137788,0.9273855441891664,0.931760741364785,0.8947368421052632,0.4,0.8363095238095238,0.5528455284552846,0.7172995780590716,0.7962529274004684,0.834054834054834
2024-03-31,LogisticRegression,oversample,0.5,0.916030534351145,0.8737864077669902,0.8918575063613231,0.8944099378881988,0.907258064516129,0.9116231957457585,0.9134328358208956,0.868421052631579,0.4647887323943662,0.8720238095238095,0.6055045871559632,0.7399103139013453,0.7990314769975787,0.8262150220913107
2024-03-31,LogisticRegression,oversample,0.6,0.8566581849024597,0.8945969884853853,0.8778625954198473,0.8752166377816291,0.8639863130881095,0.8603066439522998,0.858800580203071,0.8421052631578947,0.5161290322580645,0.8928571428571429,0.6399999999999999,0.747663551401869,0.792079207920792,0.8119402985074626
2024-03-31,LogisticRegression,oversample,0.7000000000000001,0.804919423240034,0.9195736434108528,0.8672603901611535,0.8584350972410674,0.8255045233124565,0.8150820235334536,0.8108665058303177,0.7894736842105263,0.5769230769230769,0.9107142857142856,0.6666666666666666,0.7352941176470588,0.7614213197969543,0.7727272727272727
2024-03-31,LogisticRegression,oversample,0.8,0.7133163698049194,0.9481397970687712,0.8371501272264631,0.8141335914811229,0.7504908084954489,0.7314315533136198,0.7238620829325098,0.7368421052631579,0.6829268292682927,0.9315476190476192,0.7088607594936709,0.7253886010362695,0.731070496083551,0.7334360554699537
2024-03-31,LogisticRegression,oversample,0.9,0.4809160305343511,0.9659284497444632,0.7319762510602206,0.6421291053227632,0.5346030548745994,0.5063404179317735,0.4955529278700324,0.5263157894736842,0.8695652173913043,0.9375,0.6557377049180327,0.5714285714285713,0.547945205479452,0.5388272583201268
2024-03-31,LogisticRegression,smote,0.1,0.9923664122137404,0.7738095238095238,0.851145038167939,0.8695652173913043,0.9393063583815028,0.9651076466221232,0.9761484098939928,0.9210526315789472,0.2845528455284553,0.7291666666666666,0.4347826086956521,0.6363636363636362,0.7526881720430106,0.8139534883720931
2024-03-31,LogisticRegression,smote,0.2,0.9838846480067854,0.832735104091888,0.8931297709923665,0.9020217729393468,0.949418890162056,0.9663445518160612,0.9734906452090636,0.8421052631578947,0.3636363636363636,0.8154761904761905,0.5079365079365079,0.6666666666666666,0.744186046511628,0.7816091954022988
2024-03-31,LogisticRegression,smote,0.3,0.9728583545377438,0.8823076923076923,0.921543681085666,0.9253731343283584,0.9532912234042554,0.9629754008899338,0.9670204324538784,0.8157894736842105,0.4558823529411764,0.8690476190476191,0.5849056603773585,0.7045454545454545,0.7560975609756098,0.7795857988165681
2024-03-31,LogisticRegression,smote,0.4,0.9652247667514844,0.914790996784566,0.9376590330788804,0.939331407346265,0.9546979865771812,0.9599325179249264,0.9621046349711556,0.8157894736842105,0.5344827586206896,0.8988095238095238,0.6458333333333334,0.7380952380952381,0.775,0.7912912912912913
2024-03-31,LogisticRegression,smote,0.5,0.9491094147582696,0.9340567612687812,0.9410517387616624,0.9415229280605806,0.9460601961447412,0.9475823524430518,0.9482105473033596,0.8157894736842105,0.5961538461538461,0.9166666666666666,0.6888888888888889,0.7598039215686274,0.7868020304568528,0.7984848484848485
2024-03-31,LogisticRegression,smote,0.6,0.9329940627650553,0.9548611111111112,0.9444444444444444,0.9438009438009438,0.9372869802317656,0.935135594661226,0.9342525979216628,0.7894736842105263,0.6666666666666666,0.9315476190476192,0.7228915662650601,0.7614213197969543,0.7751937984496123,0.7810107197549772
2024-03-31,LogisticRegression,smote,0.7000000000000001,0.8863443596268024,0.9702878365831012,0.9296013570822732,0.926418439716312,0.901950630070775,0.8940793976728268,0.8908780903665815,0.631578947368421,0.7058823529411765,0.9285714285714286,0.6666666666666667,0.6451612903225806,0.6382978723404255,0.6355140186915887
2024-03-31,LogisticRegression,smote,0.8,0.806615776081425,0.9814241486068112,0.8956743002544529,0.8854748603351955,0.8364116094986808,0.8212435233160621,0.815156557253063,0.5,0.8260869565217391,0.9315476190476192,0.6229508196721311,0.5428571428571428,0.5205479452054794,0.5118858954041204
2024-03-31,LogisticRegression,smote,0.9,0.6759966072943172,0.9950062421972534,0.8363019508057676,0.8050505050505051,0.7223128511872394,0.6983876621100596,0.6889905924230868,0.2631578947368421,0.9090909090909092,0.9136904761904762,0.4081632653061224,0.3067484662576686,0.2832861189801699,0.2746365105008077
2024-03-31,LogisticRegression,cgan,0.1,0.9472049689440992,0.6192893401015228,0.775644541963796,0.748925721301412,0.8565009828699802,0.8995723344639432,0.9185933209318806,0.9473684210526316,0.2666666666666666,0.6994047619047619,0.4161849710982659,0.627177700348432,0.7547169811320755,0.8236877523553162
2024-03-31,LogisticRegression,cgan,0.2,0.8944099378881988,0.735632183908046,0.8491497531541415,0.8072880168185004,0.8573980351295029,0.8755129958960329,0.8831965364841706,0.8421052631578947,0.3764705882352941,0.8244047619047619,0.5203252032520325,0.6751054852320675,0.7494145199063232,0.7849927849927849
2024-03-31,LogisticRegression,cgan,0.3,0.8509316770186336,0.817910447761194,0.8804168952276468,0.8340943683409437,0.8441158348736907,0.8475100525827405,0.8489156187351923,0.8157894736842105,0.5254237288135594,0.8958333333333334,0.6391752577319588,0.7345971563981042,0.7730673316708229,0.790104947526237
2024-03-31,LogisticRegression,cgan,0.4,0.8214285714285714,0.8860971524288107,0.8996160175534833,0.8525382755842063,0.833595965962811,0.8274675426247456,0.8249701862214475,0.7894736842105263,0.6,0.9166666666666666,0.6818181818181819,0.7425742574257426,0.7653061224489796,0.7750759878419453
2024-03-31,LogisticRegression,cgan,0.5,0.8027950310559007,0.9215686274509804,0.9061985737794844,0.8580912863070539,0.8240357029008607,0.813276702847255,0.808927749654855,0.7368421052631579,0.7368421052631579,0.9404761904761904,0.7368421052631579,0.7368421052631579,0.736842105263158,0.7368421052631577
2024-03-31,LogisticRegression,cgan,0.6,0.7888198757763976,0.953095684803002,0.911684037301152,0.8632115548003398,0.8169829527179158,0.8026544477800601,0.7968995109347605,0.631578947368421,0.7741935483870968,0.9375,0.6956521739130435,0.6557377049180327,0.6434316353887399,0.6384976525821595
2024-03-31,LogisticRegression,cgan,0.7000000000000001,0.7795031055900621,0.9728682170542636,0.9144267690619856,0.8655172413793103,0.8117723156532988,0.7953105196451203,0.7887245841035119,0.4210526315789473,0.8888888888888888,0.9285714285714286,0.5714285714285714,0.4705882352941176,0.4444444444444444,0.4345047923322684
2024-03-31,LogisticRegression,cgan,0.8,0.7686335403726708,0.9880239520958084,0.9149753154141524,0.8646288209606987,0.8043548911277217,0.7860886136255361,0.7788061082832023,0.2368421052631578,1.0,0.9136904761904762,0.3829787234042552,0.2795031055900621,0.2564102564102564,0.2479740680713128
2024-03-31,LogisticRegression,cgan,0.9,0.7577639751552795,1.0,0.9144267690619856,0.8621908127208481,0.7963446475195821,0.7765754296626352,0.7687175685693107,0.0263157894736842,1.0,0.8898809523809523,0.0512820512820512,0.0326797385620915,0.0291545189504373,0.0279146141215106
2024-03-31,LogisticRegression,none,0.1,0.9565217391304348,0.2725663716814159,0.6880597014925374,0.4242424242424243,0.6368899917287015,0.7646474677259187,0.833492518306272,0.9473684210526316,0.2448979591836734,0.6636904761904762,0.3891891891891891,0.6020066889632105,0.7361963190184049,0.8105960264900661
2024-03-31,LogisticRegression,none,0.2,0.9316770186335404,0.3303964757709251,0.7649253731343284,0.4878048780487806,0.6830601092896176,0.7882291119285338,0.8415841584158416,0.9210526315789472,0.3271028037383177,0.7767857142857143,0.4827586206896552,0.6756756756756755,0.779510022271715,0.8321678321678322
2024-03-31,LogisticRegression,none,0.3,0.9006211180124224,0.3815789473684211,0.8126865671641791,0.5360443622920518,0.7080078125,0.7927829414980864,0.8338971583220569,0.8947368421052632,0.3655913978494624,0.8125,0.5190839694656489,0.6938775510204082,0.7816091954022989,0.8245363766048502
2024-03-31,LogisticRegression,none,0.4,0.8881987577639752,0.4230769230769231,0.841044776119403,0.5731462925851702,0.7281059063136456,0.8002238388360381,0.8342484557309541,0.8947368421052632,0.425,0.8511904761904762,0.576271186440678,0.7327586206896552,0.8056872037914693,0.8401162790697675
2024-03-31,LogisticRegression,none,0.5,0.8385093167701864,0.4856115107913669,0.8738805970149254,0.6150341685649203,0.7321041214750543,0.781702374059062,0.804134548002803,0.868421052631579,0.4852941176470588,0.8809523809523809,0.6226415094339622,0.75,0.8048780487804879,0.8298816568047337
2024-03-31,LogisticRegression,none,0.6,0.782608695652174,0.5101214574898786,0.8835820895522388,0.6176470588235294,0.7070707070707071,0.7429245283018868,0.7587672688629119,0.8157894736842105,0.5166666666666667,0.8928571428571429,0.6326530612244898,0.7311320754716981,0.7711442786069652,0.7889221556886228
2024-03-31,LogisticRegression,none,0.7000000000000001,0.7080745341614907,0.5533980582524272,0.8962686567164179,0.6212534059945504,0.6705882352941176,0.688821752265861,0.6966211358734724,0.7894736842105263,0.5454545454545454,0.9017857142857144,0.6451612903225806,0.7246376811594203,0.7556675062972292,0.7692307692307693
