date,model,upsampling,threshold,params,recall,precision,accuracy,f1,f1_weighted_2,f1_weighted_3,f1_weighted_4,test_recall,test_precision,test_accuracy,test_f1,test_f1_weighted_2,test_f1_weighted_3,test_f1_weighted_4
2024-04-02,LogisticRegression,none,0.3,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.7204968944099379,0.37662337662337664,0.823134328358209,0.4946695095948827,0.6092436974789915,0.6602162777461582,0.6837725381414701,0.6578947368421053,0.31645569620253167,0.8005952380952381,0.4273504273504274,0.5411255411255411,0.5938242280285035,0.61863173216885
2024-04-02,LogisticRegression,none,0.39999999999999997,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.5093167701863354,0.543046357615894,0.8895522388059701,0.5256410256410257,0.5157232704402516,0.5125000000000001,0.5111844517785111,0.4473684210526316,0.5,0.8869047619047619,0.4722222222222222,0.456989247311828,0.4521276595744681,0.4501557632398754
2024-04-02,LogisticRegression,none,0.5,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.16770186335403728,0.8709677419354839,0.8970149253731343,0.28125,0.2,0.18243243243243243,0.1760644418872267,0.10526315789473684,1.0,0.8988095238095238,0.1904761904761905,0.1282051282051282,0.11560693641618497,0.1111111111111111
2024-04-02,LogisticRegression,none,0.6,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.0,0.0,0.8798507462686567,0.0,,,,0.0,0.0,0.8869047619047619,0.0,,,
2024-04-02,LogisticRegression,none,0.7,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.0,0.0,0.8798507462686567,0.0,,,,0.0,0.0,0.8869047619047619,0.0,,,
2024-04-02,LogisticRegression,undersample,0.3,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.9813664596273292,0.5302013422818792,0.5559006211180124,0.6884531590413945,0.8386411889596603,0.9044075558099599,0.9345859429366736,0.9210526315789473,0.12411347517730496,0.25595238095238093,0.21875,0.4032258064516128,0.5608974358974359,0.6685393258426966
2024-04-02,LogisticRegression,undersample,0.39999999999999997,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.9751552795031055,0.5946969696969697,0.65527950310559,0.7388235294117648,0.8645374449339207,0.9165207238762405,0.9397887323943662,0.8947368421052632,0.1459227467811159,0.3958333333333333,0.2509225092250923,0.44155844155844165,0.5913043478260871,0.6872770511296077
2024-04-02,LogisticRegression,undersample,0.5,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.9006211180124224,0.7142857142857143,0.7701863354037267,0.7967032967032969,0.8559622195985833,0.8777239709443101,0.8870097157250811,0.7631578947368421,0.19333333333333333,0.6130952380952381,0.30851063829787234,0.4801324503311258,0.589430894308943,0.6503957783641161
2024-04-02,LogisticRegression,undersample,0.6,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.6832298136645962,0.8333333333333334,0.7732919254658385,0.7508532423208192,0.7087628865979381,0.6957621758380772,0.6905465288035451,0.6842105263157895,0.37142857142857144,0.8333333333333334,0.4814814814814815,0.5855855855855856,0.6310679611650485,0.6519174041297935
2024-04-02,LogisticRegression,undersample,0.7,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.3105590062111801,0.9615384615384616,0.6490683229813664,0.4694835680751173,0.35919540229885055,0.3331112591605596,0.3234398782343988,0.21052631578947367,0.6666666666666666,0.8988095238095238,0.32,0.24390243902439024,0.22598870056497175,0.2193548387096774
2024-04-02,LogisticRegression,oversample,0.3,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.9601357082273113,0.6359550561797753,0.7052586938083121,0.7651233524839472,0.871305418719212,0.913566298119603,0.9321836853323001,0.868421052631579,0.1683673469387755,0.5,0.28205128205128205,0.47413793103448276,0.6133828996282528,0.6977611940298507
2024-04-02,LogisticRegression,oversample,0.39999999999999997,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.9202714164546225,0.70822454308094,0.770568278201866,0.800442641091848,0.8682778489116518,0.8935188997776498,0.9043439890174543,0.7631578947368421,0.19078947368421054,0.6071428571428571,0.30526315789473685,0.4769736842105263,0.5870445344129555,0.6486842105263159
2024-04-02,LogisticRegression,oversample,0.5,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.8498727735368957,0.7914691943127962,0.8129770992366412,0.8196319018404907,0.8375125376128385,0.8436473857034605,0.8461997019374069,0.7105263157894737,0.25,0.7261904761904762,0.3698630136986301,0.5192307692307692,0.6,0.6410614525139665
2024-04-02,LogisticRegression,oversample,0.6,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.7353689567430025,0.8376811594202899,0.7964376590330788,0.7831978319783198,0.7537819509650495,0.7444616177228232,0.7406904869591436,0.6578947368421053,0.32051282051282054,0.8035714285714286,0.4310344827586207,0.5434782608695652,0.5952380952380952,0.619533527696793
2024-04-02,LogisticRegression,oversample,0.7,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.6047497879558948,0.8705738705738706,0.7574215436810857,0.7137137137137138,0.6440831074977417,0.6237970253718286,0.6158105979779506,0.5789473684210527,0.43137254901960786,0.8660714285714286,0.4943820224719101,0.541871921182266,0.559796437659033,0.5675265553869498
2024-04-02,LogisticRegression,smote,0.3,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.9652247667514843,0.6443941109852774,0.7162849872773537,0.7728353140916807,0.8778154890465906,0.9194473620424981,0.937760542898691,0.868421052631579,0.17010309278350516,0.5059523809523809,0.28448275862068967,0.4768786127167631,0.6156716417910448,0.699501246882793
2024-04-02,LogisticRegression,smote,0.39999999999999997,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.9372349448685326,0.7170668397144712,0.7837150127226463,0.8125000000000001,0.8830110276490333,0.9093153390388414,0.9206076941925999,0.7631578947368421,0.19333333333333333,0.6130952380952381,0.30851063829787234,0.4801324503311258,0.589430894308943,0.6503957783641161
2024-04-02,LogisticRegression,smote,0.5,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.8659881255301103,0.7927018633540373,0.8197625106022053,0.8277259829752737,0.8502664890073285,0.8580552987646023,0.8613040889241763,0.7105263157894737,0.2523364485981308,0.7291666666666666,0.37241379310344824,0.5212355212355212,0.6013363028953228,0.641958041958042
2024-04-02,LogisticRegression,smote,0.6,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.7497879558948262,0.8387096774193549,0.8027989821882952,0.7917599641737575,0.7660311958405547,0.7578225460780114,0.7544934230344412,0.6842105263157895,0.32098765432098764,0.8005952380952381,0.4369747899159664,0.5579399141630901,0.6146572104018911,0.6415094339622641
2024-04-02,LogisticRegression,smote,0.7,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.6166242578456319,0.8801452784503632,0.7663273960983885,0.7251870324189525,0.6559003969686034,0.635656203549882,0.6276790248857287,0.5789473684210527,0.4489795918367347,0.8720238095238095,0.5057471264367815,0.5472636815920399,0.5626598465473145,0.5692541856925418
2024-04-02,LogisticRegression,cgan,0.3,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",0.8012422360248447,0.39209726443769,0.4909489851892485,0.5265306122448979,0.6628982528263104,0.7255343082114737,0.7549053356282271,0.6578947368421053,0.11363636363636363,0.38095238095238093,0.19379844961240308,0.33602150537634407,0.44483985765124556,0.5132850241545893
